id,name,host_id,host_name,host_since,host_is_superhost,calculated_host_listings_count,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,latitude,longitude,availability_365,minimum_nights,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,col_31,col_32,col_33,col_34
778451423583979136,cozy nashville 1960s ranch,40838493,Jessica,8/8/15,f,1,t,t,1,District 27,36.06988,-86.73404,198,30,Entire home/apt,4,1.5 baths,2,2,$120.00 ,6,0.33,5,5,5,5,5,4.83,5,,,,
778993175114252160,2 rooms (private floor) with private bathroom.,45242129,Chris And Jenny,9/27/15,t,3,t,t,3,District 16,36.11811,-86.71151,332,1,Private room,2,1 bath,1,1,$64.00 ,69,4.12,4.83,4.82,4.85,4.94,4.99,4.74,4.82,,,,
779720546724358656,artsy home 20 min to broadway!,231102652,Owen,12/17/18,f,1,t,t,1,District 9,36.25682,-86.70804,256,1,Entire home/apt,6,1 bath,2,0,$101.00 ,136,7.38,4.74,4.84,4.69,4.81,4.87,4.66,4.71,,,,
779731207538522880,rooftop deck-skyline views-murals-coffee bar-4br,491053154,Shaun,12/11/22,t,1,t,t,6,District 5,36.18694,-86.762067,354,3,Entire home/apt,10,3.5 baths,4,5,$267.00 ,9,0.52,5,5,5,5,5,5,5,,,,
780380182680969600,the yellow cottage - minutes from downtown,2342488,Austin & Amanda,5/10/12,t,2,t,t,2,District 16,36.10835,-86.74206,221,1,Entire home/apt,6,2 baths,3,4,$191.00 ,90,5.24,4.81,4.9,4.65,4.97,4.97,4.6,4.79,,,,
780444772709661440,chic riverfront condo, <1mi to Broadway & Downtown,451890542,Tiffany,3/29/22,t,1,t,f,1,District 19,36.17097,-86.7805,77,2,Entire home/apt,6,1 bath,2,3,$305.00 ,35,1.96,5,5,4.97,4.97,5,4.77,4.86,,,
780452376624840320,nashville home away from home!,220469922,Caroline,10/13/18,f,4,t,t,4,District 13,36.13452,-86.63867,326,30,Private room,1,1.5 baths,1,1,$30.00 ,3,0.22,5,5,5,4.33,5,5,4.67,,,,
780466647828285696,huge master! private bath, KING bed, walkin closet,220469922,Caroline,10/13/18,f,4,t,t,4,District 13,36.13565,-86.63901,325,30,Private room,1,1.5 baths,1,0,$37.00 ,5,0.37,5,5,5,5,5,5,5,,
780528718702589184,the nashville spot,259254224,Becca,5/1/19,f,1,t,t,1,District 12,36.18228,-86.60393,293,30,Entire home/apt,6,2 baths,3,3,$136.00 ,6,0.37,4.83,5,5,4.67,4.5,5,5,,,,
780624913562416768,luxe retreat| modern and cozy| 1br 1ba oasis,16070575,Irena,5/28/14,t,3,t,t,6,District 17,36.1365003,-86.7875994,339,1,Entire home/apt,2,1 bath,2,1,$138.00 ,104,5.77,4.95,4.98,4.99,4.97,4.99,4.93,4.86,,,,
781023080618816768,stylish 2br w/ outdoor retreat,17118463,Nate And Jeana,6/22/14,t,1,t,t,1,District 7,36.1955722589544,-86.7215174,248,2,Entire home/apt,6,1 bath,2,3,$209.00 ,18,1.65,5,4.94,5,5,5,4.94,5,,,,
781081947623620224,cozy nashville townhome, 10 Mi to Dtwn,121235121,Evolve,3/17/17,f,54,t,f,833,District 3,36.2547799475523,-86.77236428,345,2,Entire home/apt,7,2.5 baths,3,4,$104.00 ,12,0.71,4.33,4.25,4,4.25,4.42,4.83,3.92,,,
781122349599557120,beautiful luxury high rise,124377362,Shanika,4/5/17,"",14,t,t,16,District 19,36.15134,-86.79936,130,30,Entire home/apt,2,1 bath,0,1,$93.00 ,4,0.29,4.75,4.75,5,4.5,5,4.5,4.25,,,,
781144856618780800,hip nashville home 3 bed 2 bath,45101594,Scarlett,9/25/15,t,48,t,t,50,District 15,36.168536,-86.6990896,172,1,Entire home/apt,6,2 baths,3,3,$144.00 ,1,1,5,5,5,5,5,5,5,,,,
781245128384671232,modern eastside escape,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 5,36.19274,-86.75618,342,2,Entire home/apt,10,3.5 baths,3,NA,"",43,2.39,4.86,4.91,4.81,4.81,4.91,4.63,4.74,,,,
781260388231131776,luxury condo, 2 mi to Broadway! Pool, Gym & Prkng!,34956814,Robin,6/3/15,"",1,t,t,2,District 21,36.1603951850165,-86.80563547,0,2,Entire home/apt,4,1 bath,1,NA,"",13,0.72,4.92,5,5,5,5,4.85,5,,
781337906824914560,convenient condo minutes from broadway,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.1548886,-86.7754139,318,1,Entire home/apt,4,1 bath,1,3,$129.00 ,71,3.94,4.72,4.89,4.57,4.69,4.96,4.89,4.69,,,,
781349842275236736,2q / 1k / pool view / 2 blocks from broadway.,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.1548886,-86.7754139,313,1,Entire home/apt,6,1 bath,1,3,$168.00 ,86,4.74,4.91,4.91,4.8,4.66,4.94,4.94,4.79,,,,
781372307213685504,the cannasita guesthouse,6358607,Pablo And Devin,5/13/13,t,1,t,t,2,District 7,36.1934,-86.70771,299,1,Entire home/apt,3,1 bath,1,1,$103.00 ,162,8.79,4.99,4.94,4.98,4.98,4.97,4.95,4.93,,,,
781758380132305152,no place like music city!,38882974,Joshua,7/19/15,t,1,t,t,1,District 19,36.15251,-86.77621,90,1,Entire home/apt,4,1 bath,1,NA,"",24,1.68,4.71,4.78,4.57,4.91,5,4.96,4.52,,,,
781784785234922752,cowboy honky tonk ready! - 2 blocks from broadway,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.1548886,-86.7754139,0,1,Entire home/apt,6,2 baths,2,NA,"",78,4.32,4.79,4.86,4.79,4.68,4.95,4.95,4.71,,,,
781795947906002048,nashville views with pool and gym access downtown,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.1548886,-86.7754139,300,1,Entire home/apt,6,2 baths,2,NA,"",66,3.87,4.85,4.91,4.82,4.62,4.92,4.91,4.83,,,,
781808545616413952,best location in downtown - condo at the burnham,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.15444,-86.7763,316,1,Entire home/apt,4,1 bath,1,1,$133.00 ,81,4.5,4.85,4.94,4.89,4.73,4.98,4.95,4.83,,,,
781816111049641088,broadway bliss bungalow - downtown nashville condo,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.15585,-86.77605,286,1,Entire home/apt,4,1 bath,1,1,$129.00 ,78,4.33,4.88,4.96,4.88,4.82,4.94,4.95,4.69,,,,
781873332161387136,russell street bungalow,1710640,Laura,2/6/12,t,1,t,t,1,District 6,36.17548,-86.73639,82,2,Entire home/apt,4,1 bath,1,2,$132.00 ,44,2.69,5,5,5,5,5,4.98,4.84,,,,
782596909296126080,one bedroom condo in the gulch! amazing views!,6855810,UrbanNashville,6/11/13,t,113,t,t,189,District 19,36.1518706,-86.7850833,174,2,Entire home/apt,4,1.5 baths,1,2,$116.00 ,40,2.38,4.83,4.87,4.87,5,4.92,4.9,4.67,,,,
782733382264122112,lofts at 30th - urban lounge - minutes to broadway,20772148,GoodNight,8/31/14,f,232,t,t,370,District 21,36.14488,-86.8142,350,1,Entire home/apt,4,1 bath,1,1,$104.00 ,31,1.95,4.32,4.61,4.35,4.52,4.58,4.52,4.19,,,,
783364384351757824,the stay awhile suite - convenient monthly rental,85360355,StayLocal,7/22/16,f,124,t,t,129,District 17,36.13295,-86.77936,330,1,Entire home/apt,2,1 bath,1,1,$1,995.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,
783398511113201792,nashville luxe-stay * near broadway * group dream,88959664,Julian,8/9/16,t,48,t,t,51,District 2,36.18669,-86.80425,321,2,Entire home/apt,10,3.5 baths,3,14,$258.00 ,36,2.11,4.92,4.92,4.89,5,5,4.94,4.89,,,,
783951551616504704,famous hgtv modern tiny home. close to all!,67950198,Monique,4/19/16,f,2,t,t,2,District 28,36.0612,-86.66326,273,1,Entire home/apt,4,1 bath,2,2,$86.00 ,126,6.84,4.61,4.73,4.56,4.7,4.92,4.72,4.55,,,,
784740196154502912,cute peaceful oasis in nashville,465808788,Dana,6/24/22,f,1,t,t,1,District 33,36.06758,-86.59776,335,30,Entire home/apt,4,1 bath,1,1,$132.00 ,2,0.11,5,5,5,5,5,5,5,,,,
785059519281192832,industrial flare studio south nashville,226549705,Lisa,11/19/18,t,1,t,t,2,District 16,36.1262237,-86.725654,112,28,Entire home/apt,4,1 bath,1,2,$72.00 ,4,0.25,5,5,5,5,5,5,4.75,,,,
785524338601268096,spacious 3br | balcony | garage parking | w/d,134126657,Vacasa Tennessee,6/8/17,f,105,t,t,407,District 20,36.15982,-86.86755,351,2,Entire home/apt,10,4 baths,3,6,$360.00 ,10,0.65,4.4,4.7,4,4.7,4.6,4.6,4.5,,,,
786087507904827264,southwest city-style in downtown nash.,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.1548886,-86.7754139,303,1,Entire home/apt,4,1 bath,1,1,$137.00 ,88,4.87,4.81,4.86,4.82,4.72,4.93,4.9,4.74,,,,
786102181041983232,unique nashville stay - great for groups!,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.1548886,-86.7754139,315,1,Entire home/apt,6,1 bath,1,NA,"",76,4.51,4.83,4.89,4.79,4.51,4.97,4.96,4.87,,,,
786108876289338240,colorful condo with courtyard view - sleeps 4,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.1548886,-86.7754139,309,1,Entire home/apt,4,1 bath,1,1,$141.00 ,89,4.94,4.89,4.91,4.9,4.65,4.97,4.95,4.85,,,,
786137144000587776,cozy nashville getaway w/ courtyard view,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.1548886,-86.7754139,317,1,Entire home/apt,4,1 bath,1,1,$125.00 ,74,4.1,4.88,4.95,4.88,4.67,4.96,4.93,4.71,,,,
786143260802026496,vintage downtown condo steps from broadway,487830164,The Burnham,11/15/22,t,27,t,t,27,District 19,36.15453,-86.77486,314,1,Entire home/apt,4,1 bath,1,3,$125.00 ,64,3.6,4.88,4.89,4.83,4.66,4.98,4.95,4.84,,,,
786574913461009920,furnished bedroom, Private Bath.,398808233,Fernanda,4/26/21,f,5,t,t,7,District 18,36.13773,-86.81194,318,30,Private room,2,1 bath,1,1,$59.00 ,1,0.17,4,3,3,5,5,4,4,,,
786574919328587904,fully furnished bedroom w bath,398808233,Fernanda,4/26/21,f,5,t,t,7,District 18,36.13736,-86.80968,318,30,Private room,2,1 bath,1,1,$69.00 ,1,0.07,5,5,5,5,5,5,5,,,,
786575258149550208,bedroom/bathroom, Private Entrance,398808233,Fernanda,4/26/21,f,5,t,t,7,District 18,36.13737,-86.81056,318,30,Private room,2,1 bath,1,1,$59.00 ,1,0.11,4,4,2,5,4,5,4,,,
786905071453639808,music city: group hangout -  sleeps 14,73675447,Ruby,5/24/16,t,1,t,t,1,District 5,36.1941876994171,-86.75031048,324,2,Entire home/apt,14,3 baths,3,NA,"",58,3.22,4.98,5,4.98,5,4.98,4.95,4.95,,,,
787138368913622912,new build adu | 1 mi from dtn | kitchen | 30+ days,442391463,AnnNell,1/27/22,t,2,t,t,2,District 6,36.16983,-86.75761,137,30,Entire home/apt,2,1 bath,1,1,$126.00 ,5,0.29,4.8,5,4.8,5,5,4.8,4.2,,,,
787611020874300800,completely renovated 1950’s home,52320208,Erin,12/26/15,f,1,t,t,2,District 16,36.1218708948789,-86.71207946,264,30,Entire home/apt,4,1 bath,1,3,$55.00 ,4,0.26,5,5,5,5,5,5,5,,,,
787612857433211008,welcome to music row villa,10240386,Scott,11/24/13,f,1,t,t,1,District 19,36.14846,-86.79073,364,29,Entire home/apt,10,3 baths,4,6,$232.00 ,14,0.98,5,4.93,4.93,5,5,5,4.71,,,,
787617459704304896,downtown gem w/ view! walk to broadway,492394452,Rys,12/22/22,f,2,t,t,3,District 19,36.149901081781,-86.77741673,364,1,Entire home/apt,2,1 bath,1,1,$190.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
787635910757727104,notre dame nashville with gym & pool,492394452,Rys,12/22/22,f,2,t,t,3,District 17,36.14861,-86.77686,364,1,Entire home/apt,3,1 bath,1,1,$230.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
787757459819532544,luxe designer house 5 min 2 dt with rooftop+garage,125774929,Shawn,4/14/17,t,3,t,t,3,District 5,36.18451,-86.76338,270,2,Entire home/apt,12,4 baths,4,6,$356.00 ,34,1.95,4.79,4.79,4.74,4.94,4.97,4.85,4.82,,,,
787805864135907200,contemporary 1br illume 1st-floor | dog friendly,134126657,Vacasa Tennessee,6/8/17,f,105,t,t,407,District 17,36.14596,-86.78191,365,2,Entire home/apt,2,1 bath,1,2,$159.00 ,10,0.56,4.1,4.6,4.6,3.6,4.4,4.5,4.3,,,,
787938158928189824,private home downtown!,75271132,Staria,6/1/16,t,2,t,t,2,District 16,36.1150245,-86.7344925,176,1,Entire home/apt,10,2.5 baths,3,5,$150.00 ,55,3.03,4.85,4.93,4.67,4.98,4.78,4.76,4.76,,,,
788295798697610240,2 townhome units sleep 22-near broadway!,70801117,Harley,5/7/16,t,57,t,t,70,District 17,36.13841,-86.78722,318,1,Entire home/apt,16,7 baths,6,NA,"",6,0.37,5,4.5,5,5,5,4.17,4.83,,,,
788372779502707712,home-office #1 • berry hill-melrose • geodis park,492513588,Judy,12/23/22,t,4,t,t,4,District 17,36.124999806717,-86.77516042,174,1,Entire home/apt,4,1 bath,1,2,$187.00 ,22,1.22,5,5,5,5,5,5,4.95,,,,
788488815035438976,luxury private suite/bathroom,248733885,Chris,3/13/19,t,2,t,t,2,District 27,36.0575028,-86.7371234,86,30,Private room,2,1 bath,1,3,$79.00 ,5,0.36,5,5,4.8,5,4.6,5,5,,,,
789171201031433344,music city ez2 downtown nashville next 2 bars food,205597402,Mark,7/27/18,t,11,t,t,17,District 20,36.1544373,-86.8494186,136,1,Entire home/apt,6,2 baths,2,3,$125.00 ,90,5.08,4.9,4.93,4.87,4.93,4.97,4.71,4.91,,,,
789850633150697472,westwood shed #3 • accessible suite • berry hill,492513588,Judy,12/23/22,t,4,t,t,4,District 17,36.12510892,-86.7747559,113,1,Entire home/apt,4,1 bath,1,NA,"",38,2.32,4.97,5,5,5,5,4.92,4.95,,,,
790464606992523008,hillsboro village!,264117375,Tyler,5/25/19,f,3,f,t,3,District 18,36.1331,-86.80318,312,2,Entire home/apt,12,3.5 baths,4,9,$284.00 ,19,1.09,4.79,4.89,4.53,4.84,4.89,4.95,4.53,,,,
790493244549029504,hillsboro village,264117375,Tyler,5/25/19,f,3,f,t,3,District 18,36.1324,-86.80533,344,2,Entire home/apt,12,3.5 baths,4,NA,"",11,0.68,4.45,4.64,4.18,4.64,4.55,4.45,4.45,,,,
790496845708023936,new modern nashville condo: welcome to nashville!,144887142,Kris & Carol,8/7/17,f,2,t,t,7,District 6,36.17511,-86.75685,326,30,Entire home/apt,4,1 bath,2,2,$80.00 ,3,0.2,4.67,4.67,4.67,4.67,4.33,4,4.67,,,,
790506090639904768,new- downtown broadway getaway,264117375,Tyler,5/25/19,f,3,f,t,3,District 17,36.1366,-86.78035,320,2,Entire home/apt,12,4 baths,4,9,$439.00 ,7,0.39,4.71,4.71,4.57,4.57,4.29,4.57,4.57,,,,
790719624787892736,luxury gulch apt with free parking,492903135,Andrew,12/26/22,t,3,t,t,5,District 19,36.1575385459191,-86.78640783,135,30,Entire home/apt,2,1 bath,1,1,$240.00 ,5,0.3,4.8,4.8,5,5,5,4.4,4.8,,,,
790893489542498432,the harmony of music city,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 5,36.20224,-86.75516,323,3,Entire home/apt,12,4 baths,4,NA,"",33,1.99,4.52,4.66,4.31,4.84,4.72,4.56,4.63,,,,
790903791366789760,the nashville harmony,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 5,36.20086,-86.75557,300,3,Entire home/apt,12,4 baths,4,7,$173.00 ,29,1.65,4.34,4.32,3.89,4.79,4.79,4.21,4.36,,,,
791396845844970624,wyndham marg vacation club nashville|king  studio,389697794,David,2/22/21,t,36,t,t,1229,District 19,36.15584,-86.775532,335,2,Entire home/apt,4,1 bath,NA,NA,"",3,0.19,4.67,4.67,4.67,4.67,4.33,4.67,4.33,,,,
791396937352001280,wyndham marg vacation club nashville|king  studio,389697794,David,2/22/21,t,36,t,t,1229,District 19,36.15584,-86.775532,337,2,Entire home/apt,4,1 bath,NA,NA,"",3,0.18,5,5,5,5,5,5,4.67,,,,
791397010839981568,wyndham marg vacation club nashville|king  studio,389697794,David,2/22/21,t,36,t,t,1229,District 19,36.15584,-86.775532,335,2,Entire home/apt,4,1 bath,NA,NA,"",1,0.06,5,5,5,5,5,5,5,,,,
791397103194107904,wyndham marg vacation club nashville|king  studio,389697794,David,2/22/21,t,36,t,t,1229,District 19,36.15584,-86.775532,335,2,Entire home/apt,4,1 bath,NA,NA,"",2,0.12,5,5,5,5,5,5,5,,,,
791397255894604544,wyndham marg vacation club nashville|king  studio,389697794,David,2/22/21,t,36,t,t,1229,District 19,36.15584,-86.775532,337,2,Entire home/apt,4,1 bath,NA,NA,"",9,0.51,4.89,4.89,4.78,5,4.89,5,4.89,,,,
791397379887889024,wyndham marg vacation club nashville|king  studio,389697794,David,2/22/21,t,36,t,t,1229,District 19,36.15584,-86.775532,337,2,Entire home/apt,4,1 bath,NA,NA,"",2,0.14,5,5,5,5,5,5,5,,,,
791397490498001792,wyndham marg vacation club nashville|king  studio,389697794,David,2/22/21,t,36,t,t,1229,District 19,36.15584,-86.775532,335,2,Entire home/apt,4,1 bath,NA,NA,"",1,0.07,5,5,5,5,5,5,5,,,,
791397643456034176,wyndham marg vacation club nashville|king  studio,389697794,David,2/22/21,t,36,t,t,1229,District 19,36.15584,-86.775532,335,2,Entire home/apt,4,1 bath,NA,NA,"",1,0.08,5,5,5,5,5,5,5,,,,
791397870100356352,wyndham marg vacation club nashville|king  studio,389697794,David,2/22/21,t,36,t,t,1229,District 19,36.15584,-86.775532,337,2,Entire home/apt,4,1 bath,NA,NA,"",1,0.06,5,5,5,5,5,5,5,,,,
791397997419497216,wyndham marg vacation club nashville|king  studio,389697794,David,2/22/21,t,36,t,t,1229,District 19,36.15584,-86.775532,335,2,Entire home/apt,4,1 bath,NA,NA,"",1,0.07,5,5,5,5,4,5,5,,,,
791447191069492864,private, In-Law Suite,48297691,Alex,11/6/15,t,1,t,f,2,District 20,36.1553341492797,-86.84218739,326,2,Entire home/apt,2,1 bath,1,1,$113.00 ,31,1.73,4.94,4.9,4.87,4.94,5,4.94,4.74,,,
791680981169139584,4 room, 4.5 baths, Skyline City Views, 2mi to DT,13608355,Leland,3/27/14,t,4,t,t,5,District 6,36.17642,-86.75764,134,30,Entire home/apt,12,4.5 baths,4,8,$175.00 ,3,0.2,5,5,5,5,5,5,4.67,
792001265980349312,cozy 2 bed twnhse close 2 dt, sleeps 4,407199764,Chādy Property Management,6/15/21,t,34,t,t,55,District 5,36.19984,-86.75297,356,1,Entire home/apt,4,2.5 baths,2,2,$138.00 ,32,1.77,4.91,4.94,4.84,4.94,4.88,4.63,4.59,,,
792235789856857088,heart of dt | corner condo | gym | pool | vibes,493248320,Andrew And Julia,12/28/22,t,3,t,t,3,District 19,36.1548886,-86.7754139,237,1,Entire home/apt,6,2 baths,2,3,$339.00 ,117,6.78,5,5,4.98,4.87,5,4.95,4.87,,,,
792331807732823680,guesthouse in east nashville- the doghouse,10813976,Stacie,12/25/13,t,1,t,t,2,District 6,36.17397,-86.73979,158,30,Entire home/apt,4,1 bath,2,3,$80.00 ,3,0.34,5,5,5,5,5,5,5,,,,
792555637182043392,trendy & cozy 4mins to broadway,42955586,Jake,8/31/15,t,1,t,t,1,District 21,36.1639,-86.80516,197,1,Private room,5,1 bath,2,2,$66.00 ,104,6.86,4.88,4.91,4.63,4.95,4.91,4.71,4.85,,,,
792563202811824128,dolly and mean girls inspired apt on music row,60934272,Travers,2/29/16,t,21,t,t,35,District 19,36.1451,-86.79467,306,2,Entire home/apt,6,1 bath,1,5,$180.00 ,76,4.23,4.87,4.83,4.75,4.95,4.96,4.86,4.82,,,,
792712672453164800,a modern loft,25138085,Aretha,12/23/14,t,1,t,t,1,District 17,36.14556,-86.76594,290,2,Entire home/apt,6,2.5 baths,2,3,$313.00 ,41,2.66,4.98,4.98,5,5,5,4.75,4.95,,,,
792768310115233792,1 mile from grand ole opry, Close to Downtown, Spa,355450429,Mike,7/10/20,f,33,t,t,271,District 15,36.22054,-86.70554,283,2,Entire home/apt,4,1 bath,1,NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,,
792768326040549888,family friendly condo! wyn. nashville tennessee-2,355450429,Mike,7/10/20,f,33,t,t,271,District 15,36.21922,-86.70522,225,2,Entire home/apt,6,2 baths,2,3,$231.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
792768342511845888,music city fun at wyn. nashville tennessee-2 br de,355450429,Mike,7/10/20,f,33,t,t,271,District 15,36.21956,-86.70604,220,2,Entire home/apt,6,2 baths,2,3,$231.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
792768354629828864,musical city! wyndham nashville 1 bedroom deluxe,355450429,Mike,7/10/20,f,33,t,t,271,District 15,36.22065,-86.70403,283,2,Entire home/apt,4,1 bath,1,NA,"",2,0.14,4.5,5,5,4.5,4.5,4.5,5,,,,
792815344610050048,maples farm fresh eggs,188342695,Michael,5/7/18,t,2,t,t,7,District 3,36.2684799,-86.7768665,351,2,Entire home/apt,6,1 bath,1,6,$140.00 ,19,1.23,4.89,4.95,4.79,4.95,4.84,4.79,4.84,,,,
792894532396824960,city heights - nashville broadway designer condo,478827477,Mark,9/9/22,t,23,t,t,23,District 21,36.1599939065799,-86.81585599,332,2,Entire home/apt,8,2.5 baths,2,5,$208.00 ,43,2.59,4.86,4.81,4.86,4.86,4.9,4.71,4.79,,,,
792955162588029184,cozy nash condo*free parking,440774932,Rindi,1/16/22,t,4,t,t,4,District 5,36.1790065,-86.7582801,177,1,Entire home/apt,8,1.5 baths,2,3,$125.00 ,95,5.72,4.94,4.95,4.87,4.95,4.93,4.83,4.87,,,,
792956172139634688,downtown/walk to broadway/king bd/gym/free parking,440774932,Rindi,1/16/22,t,4,t,t,4,District 19,36.155174402529,-86.77506343,166,1,Entire home/apt,6,1 bath,1,5,$171.00 ,95,5.82,4.91,4.91,4.8,4.77,4.94,4.97,4.86,,,,
793452943841652096,"morgan wallen ""this bar""| broadway | by barclé",387932846,Barclé Group,2/9/21,f,3,t,t,29,District 21,36.1530995,-86.8236485,353,1,Entire home/apt,12,4.5 baths,4,12,$174.00 ,13,0.76,4.92,5,4.85,4.92,5,4.92,5,,,,
793717368928835584,houndcock: perch-a luxe treehouse,2245687,Kyah,4/28/12,f,1,t,t,1,District 1,36.2375599431316,-86.89215621,359,1,Entire home/apt,2,1 bath,1,1,$316.00 ,23,1.49,4.96,5,4.96,5,5,5,4.91,,,,
794839343166549760,rooftop skyline view | karaoke stage | 4 bedroom |,288873074,Ryan,8/25/19,t,1,t,t,2,District 5,36.2009255185292,-86.75334286,285,2,Entire home/apt,12,4 baths,4,NA,"",59,4.37,4.83,4.88,4.58,4.93,4.97,4.47,4.86,,,,
795120886492086912,stunning downtown view,15635833,Evan,5/17/14,f,1,t,f,1,District 17,36.13524,-86.75751,356,30,Entire home/apt,2,1 bath,1,0,$75.00 ,1,0.06,1,1,1,1,1,1,1,,,,
795559478963566720,the 209c,457460890,Chloe,5/4/22,f,11,t,t,11,District 5,36.17849,-86.75835,336,1,Entire home/apt,5,1 bath,2,4,$125.00 ,97,5.54,4.94,4.93,4.91,4.99,4.95,4.92,4.89,,,,
795559543904423168,the 209b,457460890,Chloe,5/4/22,f,11,t,t,11,District 5,36.17919,-86.75795,317,1,Entire home/apt,5,1 bath,2,3,$141.00 ,120,7.02,4.98,4.98,4.98,5,5,4.91,4.93,,,,
795714225118128512,muse:5 minutes to broadway,470583591,Miguel,7/20/22,f,1,t,t,1,District 19,36.15338,-86.76348,125,2,Entire home/apt,4,1 bath,1,2,$115.00 ,58,3.78,4.79,4.84,4.79,4.84,4.81,4.62,4.67,,,,
795746403852596864,‘deacon's house’ in nashville tv series! new!,67994775,Music City Magnolia,4/19/16,t,15,t,t,16,District 6,36.16923,-86.75908,138,1,Entire home/apt,4,2 baths,2,2,$178.00 ,65,3.71,4.88,4.91,4.85,4.94,4.91,4.8,4.78,,,,
795772612836111104,*the garth* 12 beds - 2 miles to broadway! 4bd/3bh,88959664,Julian,8/9/16,t,48,t,t,51,District 2,36.18633,-86.8024,314,2,Entire home/apt,12,3 baths,4,12,$287.00 ,71,4.17,4.94,4.97,4.87,4.99,4.99,4.9,4.89,,,,
795848909122450176,the pink cowgirl- ultimate girls trip w/ game room,28464442,Courtney,2/27/15,t,1,t,t,1,District 20,36.14851,-86.86076,269,2,Entire home/apt,10,3.5 baths,3,8,$350.00 ,74,4.34,4.89,4.96,4.66,5,5,4.77,4.85,,,,
796328181355400448,new amber room en suite ultimate skyline view,411045737,Olu & Kele,7/5/21,t,4,t,t,4,District 2,36.1964648,-86.781094,139,31,Private room,1,1.5 baths,1,2,$50.00 ,2,0.23,5,5,5,5,5,5,5,,,,
796346048743310208,1br chic loft | fast wifi | washer/dryer | ac,134126657,Vacasa Tennessee,6/8/17,f,105,t,t,407,District 21,36.14492,-86.81562,361,2,Entire home/apt,4,1 bath,1,2,$144.00 ,31,1.88,4.55,4.74,4.77,4.23,4.55,4.58,4.42,,,,
796451445532725248,elegant nashville apartment -walk to broadway!,349833614,Manuel,6/13/20,t,1,t,t,1,District 19,36.1551116031541,-86.77509964,338,2,Entire home/apt,6,1 bath,1,3,$214.00 ,89,5.44,4.98,4.99,5,4.82,4.98,4.97,4.93,,,,
796584968016103424,clean, Cozy, Quiet and Close to Everything EAST,34390419,Elysia,5/27/15,t,3,t,t,3,District 5,36.19972,-86.75926,330,30,Entire home/apt,4,1 bath,2,0,$131.00 ,11,0.81,4.91,5,4.64,4.91,5,4.73,4.91,,
796585448433346176,new modern ranch home,17309557,David,6/26/14,f,1,t,t,1,District 25,36.1074289,-86.7866882,295,30,Entire home/apt,4,1 bath,2,2,$117.00 ,1,0.57,5,5,5,5,5,5,5,,,,
796592736633785344,stunning 8-bedroom mansion (attached 2br apt),72969482,Adam,5/20/16,t,7,t,t,7,District 18,36.13128,-86.81401,320,3,Entire home/apt,16,7 baths,3,11,$1,878.00 ,4,0.28,5,4.5,5,5,5,5,5,,,
797065330198750720,penthouse sky high melodies - mins to broadway,487675495,Ida,11/14/22,t,2,t,f,2,District 19,36.15308,-86.774,94,2,Entire home/apt,4,1 bath,1,NA,"",30,1.85,4.87,4.87,4.87,4.8,4.93,4.93,4.63,,,,
797148074159970944,the 209a,457460890,Chloe,5/4/22,f,11,t,t,11,District 5,36.1788708,-86.7574864,298,3,Entire home/apt,5,One bathroom,2,3,$112.00 ,137,8.03,4.97,4.98,4.97,4.99,4.99,4.88,4.93,,,,
797181177448643968,*2* condos! side by side! 8 min->dt! sleeps 18!,255636174,Curated Suites,4/13/19,f,10,t,t,11,District 5,36.17801,-86.75372,344,1,Entire home/apt,16,4 baths,8,NA,"",17,1.05,4.94,4.88,4.82,4.94,4.94,4.82,4.76,,,,
797351727906698368,airy loft in east nashville with outdoor shower,3293804,Faith,8/17/12,t,1,t,t,3,District 6,36.18523,-86.73841,49,1,Entire home/apt,2,1 bath,1,1,$145.00 ,76,4.47,4.96,4.99,4.95,4.97,4.96,4.95,4.89,,,,
